ticker,cutoff_utc,cutoff_label,cutoff_local,trade_ts_utc,price,source_trade_ts_local
KXUKRIMPEACH-26,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-16 19:59:54.669816+00:00,0.11,2025-03-16 12:59:54.669816-07:00
KXUSAMBNATO-25-APR,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-16 13:43:19.345722+00:00,0.34,2025-03-16 06:43:19.345722-07:00
KXUSAMBNATO-25-DEC,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,,,
KXUSAMBNATO-25-JUL,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,,,
KXUSAMBNATO-25-JUN,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,,,
KXUSAMBNATO-25-MAY,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 06:35:49.449754+00:00,0.62,2025-03-16 23:35:49.449754-07:00
KXWHVISIT-25-VP,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-16 16:12:17.554000+00:00,0.03,2025-03-16 09:12:17.554000-07:00
KXWLEADER-25-VP,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:46:43.628562+00:00,0.88,2025-03-17 04:46:43.628562-07:00
KXWLEADERUKR-25MAR-VZEL,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:13:46.887078+00:00,0.16,2025-03-17 04:13:46.887078-07:00
KXELECTUKRAINE-26,2025-03-18 00:00:00+00:00,2025_03_17_close_1700_PT,2025-03-17 17:00:00-07:00,2025-03-17 20:18:35.640338+00:00,0.46,2025-03-17 13:18:35.640338-07:00
KXFRIDMAN-26JAN01-VP,2025-03-18 00:00:00+00:00,2025_03_17_close_1700_PT,2025-03-17 17:00:00-07:00,2025-03-14 05:37:00.226106+00:00,0.4,2025-03-13 22:37:00.226106-07:00
